	term	tag	Female	Male	F - M
35139	растаять	NEUT	0.735	0.556	0.179
35154	растеньице	PSTV	0.723	0.629	0.094
35158	растерзание	NGTV	0.755	0.533	0.222
35171	растить	PSTV	0.7	0.601	0.099
35277	расхохотаться	PSTV	0.707	0.59	0.117
35279	расцарапать	NGTV	0.68	0.539	0.141
35280	расцарапаться	NGTV	0.706	0.589	0.117
35281	расцарапывать	NGTV	0.72	0.55	0.17
35282	расцвести	PSTV	0.694	0.552	0.142
35289	расцеловать	PSTV	0.705	0.585	0.12
35290	расцеловаться	PSTV	0.708	0.549	0.159
35295	расцеплять	NEUT	0.673	0.527	0.146
35496	регулировщица	NEUT	0.675	0.473	0.202
35533	резвиться	PSTV	0.723	0.515	0.208
35801	рисоваться	NGTV	0.666	0.561	0.105
35805	рисуночек	PSTV	0.687	0.552	0.135
35876	родничок	NEUT	0.7	0.607	0.093
35897	рождественский	PSTV	0.698	0.523	0.175
35898	рождество	PSTV	0.745	0.553	0.192
35904	роза	PSTV	0.717	0.623	0.094
35926	рой	NEUT	0.654	0.527	0.127
35933	рок-фестиваль	NEUT	0.739	0.62	0.119
35946	романс	PSTV	0.717	0.584	0.133
35966	роса	NEUT	0.692	0.587	0.105
36063	рукодельница	PSTV	0.711	0.398	0.313
36095	русалка	NEUT	0.665	0.513	0.152
36097	русалочка	PSTV	0.674	0.523	0.151
36198	рюкзачок	NEUT	0.69	0.478	0.212
36232	сад	PSTV	0.751	0.637	0.114
36241	садовница	NEUT	0.658	0.557	0.101
36247	садок	NEUT	0.674	0.576	0.098
36250	садомазохистка	NGTV	0.781	0.428	0.353
36300	самовар	NEUT	0.673	0.541	0.132
36302	самоварчик	PSTV	0.679	0.531	0.148
36518	сандвич	NEUT	0.668	0.472	0.196
36519	сани	NEUT	0.664	0.409	0.255
36550	сарафан	NEUT	0.685	0.549	0.136
36551	сарафанчик	NEUT	0.717	0.515	0.202
36760	светильничек	PSTV	0.676	0.499	0.177
36763	светить	PSTV	0.694	0.576	0.118
36764	светиться	PSTV	0.709	0.59	0.119
36766	светлеть	NEUT	0.711	0.575	0.136
36793	светопреставление	NEUT	0.729	0.427	0.302
36804	свечечка	NEUT	0.671	0.551	0.12
36805	свечка	NEUT	0.666	0.568	0.098
36810	свидание	PSTV	0.69	0.575	0.115
36811	свиданка	PSTV	0.665	0.542	0.123
36812	свиданье	PSTV	0.706	0.552	0.154
36827	свинка	NEUT	0.657	0.547	0.11
36860	свитер	NEUT	0.659	0.429	0.23
36864	свихнуться	NGTV	0.718	0.509	0.209
36928	святки	PSTV	0.681	0.512	0.169
37123	селезёнка	NEUT	0.674	0.521	0.153
37159	семилетие	NEUT	0.707	0.613	0.094
37182	сеновал	NEUT	0.692	0.575	0.117
37212	сердечко	PSTV	0.662	0.548	0.114
37227	сердцеедка	NGTV	0.657	0.455	0.202
37290	сеточка	NEUT	0.658	0.525	0.133
37308	сжевать	NEUT	0.71	0.602	0.108
37347	сиделка	NEUT	0.704	0.429	0.275
37416	синица	NEUT	0.699	0.608	0.091
37417	синичка	PSTV	0.684	0.534	0.15
37427	синус	NEUT	0.724	0.605	0.119
37442	сирень	PSTV	0.683	0.569	0.114
37476	сияние	PSTV	0.708	0.543	0.165
37487	сказка	PSTV	0.698	0.458	0.24
37490	сказочница	NEUT	0.778	0.271	0.507
37491	сказочность	PSTV	0.67	0.486	0.184
37540	скармливание	NEUT	0.719	0.59	0.129
37541	скармливать	NEUT	0.718	0.407	0.311
37577	скворечня	NEUT	0.665	0.503	0.162
37699	скорлупка	NEUT	0.677	0.571	0.106
37822	скулила	NGTV	0.75	0.359	0.391
37846	скучашка	NEUT	0.651	0.378	0.273
37896	сладкоежка	NEUT	0.665	0.37	0.295
37960	слетать	NEUT	0.693	0.541	0.152
38036	слоник	PSTV	0.716	0.523	0.193
38037	слониха	NEUT	0.69	0.455	0.235
38041	слонопотам	NEUT	0.663	0.517	0.146
38043	слонёнок	PSTV	0.745	0.549	0.196
38049	служанка	NEUT	0.657	0.441	0.216
38057	служительница	NEUT	0.689	0.51	0.179
38083	слюни	NGTV	0.701	0.564	0.137
38089	слюнтяйка	NGTV	0.65	0.491	0.159
38096	слякоть	NGTV	0.677	0.481	0.196
38154	смеркаться	NEUT	0.65	0.551	0.099
38246	смотрительница	NEUT	0.716	0.512	0.204
38300	снадобье	NEUT	0.676	0.568	0.108
38314	снег	NEUT	0.728	0.455	0.273
38316	снеговик	PSTV	0.691	0.483	0.208
38318	снегокат	NEUT	0.67	0.509	0.161
38321	снегопад	NEUT	0.671	0.578	0.093
38325	снегурочка	PSTV	0.686	0.444	0.242
38327	снежинка	NEUT	0.735	0.49	0.245
38329	снежок	PSTV	0.715	0.42	0.295
38352	сновидение	NEUT	0.694	0.493	0.201
38353	сновиденье	NEUT	0.708	0.513	0.195
38363	снотворный	NEUT	0.667	0.571	0.096
38384	собачница	NEUT	0.681	0.384	0.297
38386	собачонок	NEUT	0.691	0.432	0.259
38394	собирательница	NEUT	0.684	0.468	0.216
38433	сова	NEUT	0.697	0.443	0.254
38504	совушка	PSTV	0.716	0.518	0.198
38507	совёнок	PSTV	0.767	0.482	0.285
38526	согревание	PSTV	0.661	0.454	0.207
38527	согревать	PSTV	0.722	0.422	0.3
38528	согреваться	PSTV	0.744	0.461	0.283
38529	согреть	PSTV	0.689	0.471	0.218
38530	согреться	PSTV	0.681	0.464	0.217
38634	сокровище	PSTV	0.718	0.557	0.161
38665	солнечность	PSTV	0.695	0.555	0.14
38667	солнце	PSTV	0.695	0.559	0.136
38670	солнцепёк	NGTV	0.708	0.577	0.131
38671	солнцестояние	NEUT	0.704	0.551	0.153
38672	солнышко	PSTV	0.73	0.51	0.22
38702	сон	PSTV	0.686	0.516	0.17
38703	сон-трава	NEUT	0.67	0.444	0.226
38708	сонность	NEUT	0.672	0.504	0.168
38775	соприкоснуться	NEUT	0.754	0.538	0.216
38823	сороконожка	NEUT	0.661	0.524	0.137
38856	соскучиться	PSTV	0.76	0.473	0.287
38910	сосуд	NEUT	0.694	0.594	0.1
38915	сосулька	NEUT	0.698	0.553	0.145
38955	софа	NEUT	0.675	0.456	0.219
39009	спа	PSTV	0.682	0.483	0.199
39013	спазм	NGTV	0.654	0.545	0.109
39017	спаленка	NEUT	0.754	0.491	0.263
39019	спальная	NEUT	0.666	0.486	0.18
39022	спальня	NEUT	0.653	0.514	0.139
39026	спаниель	NEUT	0.7	0.536	0.164
39029	спаривание	NEUT	0.661	0.551	0.11
39030	спариваться	NEUT	0.666	0.453	0.213
39031	спариться	NEUT	0.657	0.461	0.196
39046	спасительница	PSTV	0.681	0.519	0.162
39053	спать	PSTV	0.732	0.516	0.216
39069	спелый	PSTV	0.661	0.541	0.12
39148	спиритический	NEUT	0.718	0.499	0.219
39167	спич	NEUT	0.66	0.491	0.169
39168	спичечница	NEUT	0.655	0.537	0.118
39203	сплющивать	NEUT	0.657	0.531	0.126
39207	сплясать	PSTV	0.666	0.571	0.095
39435	стайка	NEUT	0.704	0.574	0.13
39437	стакан	NEUT	0.651	0.556	0.095
39468	станцевать	PSTV	0.694	0.579	0.115
39560	стафилококк	NGTV	0.685	0.567	0.118
39568	стая	NEUT	0.705	0.516	0.189
39575	стебель	NEUT	0.766	0.674	0.092
39576	стебельковый	NEUT	0.675	0.545	0.13
39577	стебельчатый	NEUT	0.687	0.541	0.146
39606	стемнеть	NEUT	0.686	0.589	0.097
39678	стимулятор	NEUT	0.67	0.56	0.11
39712	стойбище	NEUT	0.692	0.445	0.247
39764	стоп-кран	NEUT	0.693	0.569	0.124
39779	сторожить	NEUT	0.678	0.58	0.098
39781	сторожиха	NEUT	0.664	0.469	0.195
39825	странствие	NEUT	0.662	0.549	0.113
39827	странствовать	PSTV	0.676	0.535	0.141
39858	стрекотание	NEUT	0.664	0.539	0.125
39859	стрекотать	NEUT	0.759	0.534	0.225
39891	стриптизёрша	NGTV	0.681	0.454	0.227
39959	стужа	NGTV	0.67	0.543	0.127
39969	стульчак	NEUT	0.697	0.518	0.179
39970	стульчик	NEUT	0.756	0.487	0.269
40092	султанша	NEUT	0.676	0.508	0.168
40099	сумасбродничать	NGTV	0.655	0.541	0.114
40113	сумерки	NEUT	0.665	0.532	0.133
40124	сумрак	NGTV	0.656	0.563	0.093
40129	сундучок	NEUT	0.686	0.537	0.149
40155	сурок	NEUT	0.69	0.555	0.135
40172	суфле	PSTV	0.654	0.418	0.236
40283	счастливица	PSTV	0.687	0.435	0.252
40334	сыграть	NEUT	0.662	0.537	0.125
40346	сыр-бор	NGTV	0.659	0.561	0.098
40407	табун	NEUT	0.711	0.578	0.133
40410	таверна	NEUT	0.651	0.523	0.128
40414	тазик	NEUT	0.662	0.542	0.12
40422	таитянка	NEUT	0.651	0.551	0.1
40471	танец	PSTV	0.666	0.558	0.108
40479	танцевать	PSTV	0.744	0.535	0.209
40485	танцорка	NEUT	0.669	0.517	0.152
40486	танцплощадка	NEUT	0.695	0.473	0.222
40504	тарелочка	NEUT	0.669	0.467	0.202
40522	тахикардия	NGTV	0.693	0.574	0.119
40652	телёнок	NEUT	0.748	0.511	0.237
40653	телёночек	PSTV	0.714	0.496	0.218
40702	теплеть	PSTV	0.721	0.482	0.239
40723	теплота	PSTV	0.683	0.449	0.234
40724	теплотворный	PSTV	0.664	0.504	0.16
40730	теплынь	PSTV	0.713	0.535	0.178
40736	терем	NEUT	0.708	0.534	0.174
40737	теремок	NEUT	0.762	0.573	0.189
40758	термос	NEUT	0.663	0.425	0.238
40774	террариум	NEUT	0.711	0.554	0.157
40775	терраса	NEUT	0.691	0.506	0.185
40855	тигрёнок	PSTV	0.741	0.54	0.201
40889	тисканье	PSTV	0.665	0.566	0.099
40890	тискать	PSTV	0.735	0.56	0.175
40978	толковательница	NEUT	0.691	0.52	0.171
41109	торт	PSTV	0.68	0.439	0.241
41110	тортик	PSTV	0.699	0.426	0.273
41118	торшер	NEUT	0.681	0.554	0.127
41122	тосковать	NGTV	0.671	0.514	0.157
41123	тоскующе	NGTV	0.664	0.398	0.266
41143	точь-в-точь	NEUT	0.708	0.387	0.321
41172	травяной	NEUT	0.674	0.542	0.132
41209	трамплин	NEUT	0.657	0.529	0.128
41214	транквилизатор	NEUT	0.697	0.505	0.192
41293	треньканье	NEUT	0.695	0.579	0.116
41404	тростинка	NEUT	0.69	0.527	0.163
41405	тростиночка	NEUT	0.714	0.506	0.208
41569	тулуп	NEUT	0.684	0.461	0.223
41570	тулупчик	NEUT	0.691	0.507	0.184
41576	туманность	NEUT	0.673	0.471	0.202
41607	турбаза	NEUT	0.693	0.516	0.177
41618	туристка	NEUT	0.751	0.42	0.331
41622	турне	PSTV	0.653	0.534	0.119
41627	турпоездка	PSTV	0.762	0.528	0.234
41628	турпоход	NEUT	0.708	0.568	0.14
41629	турчанка	NEUT	0.665	0.524	0.141
41644	туча	NEUT	0.651	0.548	0.103
41645	тучка	NEUT	0.681	0.581	0.1
41689	тычинка	NEUT	0.679	0.556	0.123
41694	тьма-тьмущая	NGTV	0.666	0.294	0.372
41695	тюбик	NEUT	0.733	0.567	0.166
41710	тюремщица	NGTV	0.691	0.443	0.248
41718	тявкать	NGTV	0.7	0.52	0.18
41771	тёпленький	PSTV	0.711	0.477	0.234
41787	убаюкать	PSTV	0.795	0.474	0.321
41788	убаюкивание	PSTV	0.768	0.47	0.298
41789	убаюкивать	PSTV	0.792	0.528	0.264
41790	убаюкивающе	PSTV	0.749	0.334	0.415
41888	увеселительный	PSTV	0.67	0.505	0.165
41920	увлечься	PSTV	0.713	0.595	0.118
41921	увлечённо	PSTV	0.694	0.488	0.206
41987	угнетающе	NGTV	0.677	0.372	0.305
42169	удушающе	NGTV	0.692	0.46	0.232
42174	уединение	NEUT	0.748	0.631	0.117
42202	ужинать	NEUT	0.662	0.456	0.206
42247	уик-энд	PSTV	0.762	0.625	0.137
42266	укачать	NGTV	0.711	0.577	0.134
42268	укачивать	NEUT	0.73	0.554	0.176
42273	укладывание	NEUT	0.663	0.565	0.098
42284	укол	NEUT	0.697	0.585	0.112
42327	укротительница	NEUT	0.676	0.473	0.203
42349	укутаться	NEUT	0.661	0.563	0.098
42350	укутывать	PSTV	0.692	0.585	0.107
42360	улей	NEUT	0.74	0.535	0.205
42366	улечься	NEUT	0.697	0.517	0.18
42464	умиротворяюще	PSTV	0.71	0.349	0.361
42465	умиротворённость	PSTV	0.715	0.577	0.138
42581	унюхать	NEUT	0.652	0.53	0.122
42610	уплетать	NEUT	0.682	0.583	0.099
42869	уснуть	NEUT	0.698	0.538	0.16
42965	усыновление	PSTV	0.655	0.561	0.094
42966	усыновлять	PSTV	0.666	0.472	0.194
42973	усыпляюще	NEUT	0.745	0.358	0.387
43077	утренник	PSTV	0.726	0.593	0.133
43109	утёнок	PSTV	0.753	0.538	0.215
43114	ухаживание	PSTV	0.784	0.576	0.208
43115	ухаживать	PSTV	0.758	0.633	0.125
43224	уютность	PSTV	0.671	0.579	0.092
43292	фантазирование	PSTV	0.688	0.547	0.141
43293	фантазировать	PSTV	0.687	0.459	0.228
43300	фантастически	PSTV	0.67	0.463	0.207
43316	фартучек	NEUT	0.667	0.502	0.165
43365	феникс	PSTV	0.76	0.618	0.142
43394	фея	PSTV	0.663	0.55	0.113
43438	фикус	NEUT	0.661	0.551	0.11
43486	финтифлюшка	NEUT	0.658	0.385	0.273
43492	фисташка	PSTV	0.652	0.516	0.136
43497	фитотерапия	NEUT	0.677	0.53	0.147
43506	флакон	NEUT	0.678	0.528	0.15
43507	флакончик	NEUT	0.691	0.531	0.16
43508	фламинго	NEUT	0.752	0.432	0.32
43516	флейтистка	NEUT	0.695	0.555	0.14
43570	фонтанчик	PSTV	0.74	0.611	0.129
43623	фотографироваться	NEUT	0.689	0.429	0.26
43636	фотон	NEUT	0.684	0.533	0.151
43670	фреш	PSTV	0.694	0.56	0.134
43695	фундук	NEUT	0.656	0.564	0.092
43696	фуникулёр	NEUT	0.682	0.584	0.098
43713	фурия	NGTV	0.666	0.569	0.097
43745	халат	NEUT	0.653	0.498	0.155
43746	халатик	NEUT	0.673	0.504	0.169
43761	хаммам	NEUT	0.687	0.465	0.222
43827	хвойный	NEUT	0.697	0.553	0.144
43841	хижина	NEUT	0.728	0.428	0.3
43842	хижинка	NEUT	0.666	0.449	0.217
43890	хищница	NGTV	0.653	0.523	0.13
44014	хозяюшка	PSTV	0.651	0.51	0.141
44059	хоровод	PSTV	0.693	0.537	0.156
44060	хороводить	NEUT	0.731	0.488	0.243
44080	хотение	NEUT	0.666	0.566	0.1
44105	хранительница	PSTV	0.731	0.466	0.265
44106	хранить	NEUT	0.708	0.549	0.159
44108	храп	NGTV	0.654	0.531	0.123
44110	храпенье	NGTV	0.657	0.531	0.126
44111	храпеть	NGTV	0.712	0.519	0.193
44119	хризантема	PSTV	0.696	0.595	0.101
44144	хронометр	NEUT	0.672	0.422	0.25
44149	хрусталик	NEUT	0.69	0.576	0.114
44221	царёк	NGTV	0.7	0.607	0.093
44229	цветик	PSTV	0.723	0.589	0.134
44233	цветник	PSTV	0.745	0.596	0.149
44241	цветоощущение	NEUT	0.704	0.55	0.154
44243	цветочек	PSTV	0.763	0.577	0.186
44245	цветочница	PSTV	0.672	0.498	0.174
44253	целебный	PSTV	0.67	0.576	0.094
44264	целительница	PSTV	0.734	0.537	0.197
44275	целование	PSTV	0.666	0.569	0.097
44384	циркулировать	NEUT	0.669	0.574	0.095
44425	цыплёночек	PSTV	0.697	0.592	0.105
44436	чаепитие	PSTV	0.732	0.447	0.285
44439	чай	NEUT	0.654	0.541	0.113
44440	чайник	NEUT	0.657	0.506	0.151
44441	чайничек	PSTV	0.683	0.488	0.195
44455	часовенка	NEUT	0.651	0.559	0.092
44492	чашка	NEUT	0.681	0.517	0.164
44694	четырёхмесячный	NEUT	0.707	0.597	0.11
44723	чизкейк	PSTV	0.659	0.493	0.166
44736	чириканье	NEUT	0.724	0.574	0.15
44737	чирикать	NEUT	0.711	0.484	0.227
44789	чихуахуа	NEUT	0.685	0.445	0.24
44798	чмоканье	NEUT	0.674	0.563	0.111
44799	чмокать	PSTV	0.707	0.556	0.151
44800	чмокнуть	PSTV	0.699	0.602	0.097
44900	чхать	NGTV	0.706	0.454	0.252
44933	шалаш	NEUT	0.737	0.566	0.171
44944	шалфей	NEUT	0.701	0.566	0.135
44945	шаль	NEUT	0.741	0.536	0.205
44966	шапито	NEUT	0.706	0.468	0.238
44974	шар	NEUT	0.683	0.592	0.091
44982	шарик	NEUT	0.729	0.541	0.188
44986	шаркать	NGTV	0.676	0.511	0.165
44992	шарлотка	PSTV	0.668	0.441	0.227
44999	шаровидный	NEUT	0.667	0.557	0.11
45003	шарф	NEUT	0.69	0.577	0.113
45004	шарфик	NEUT	0.729	0.561	0.168
45058	шезлонг	NEUT	0.693	0.454	0.239
45082	шептала	NEUT	0.654	0.371	0.283
45086	шербет	NEUT	0.718	0.482	0.236
45092	шерстинка	NEUT	0.683	0.577	0.106
45101	шествие	NEUT	0.678	0.559	0.119
45125	шестнадцатилетие	NEUT	0.686	0.58	0.106
45258	шлёпнуться	NGTV	0.675	0.578	0.097
45263	шмыганье	NGTV	0.716	0.616	0.1
45314	шпингалет	NEUT	0.679	0.56	0.119
45347	штиль	NEUT	0.653	0.545	0.108
45450	щебетание	NEUT	0.745	0.503	0.242
45451	щебетать	NEUT	0.761	0.506	0.255
45471	щекотать	NEUT	0.701	0.547	0.154
45481	щенка	NEUT	0.734	0.449	0.285
45483	щеночек	PSTV	0.72	0.544	0.176
45498	щипать	NGTV	0.719	0.607	0.112
45617	экскурсионный	NEUT	0.678	0.561	0.117
45618	экскурсия	NEUT	0.691	0.55	0.141
45623	эксперимент	NEUT	0.659	0.52	0.139
45675	эластичный	NEUT	0.707	0.544	0.163
45737	электростимуляция	NEUT	0.65	0.544	0.106
45760	эльдорадо	PSTV	0.681	0.524	0.157
45850	эскимо	PSTV	0.662	0.358	0.304
45856	эспрессо	NEUT	0.676	0.446	0.23
45999	ягнятина	NEUT	0.679	0.527	0.152
46000	ягнёнок	PSTV	0.674	0.56	0.114
46001	ягнёночек	PSTV	0.715	0.54	0.175
46032	язычница	NEUT	0.655	0.442	0.213
46034	яичко	NEUT	0.734	0.578	0.156
46035	яичник	NEUT	0.692	0.541	0.151
46089	ясновидица	NEUT	0.671	0.467	0.204
46109	ящичек	NEUT	0.668	0.544	0.124
46112	ёжик	NEUT	0.659	0.511	0.148
46114	ёкать	NEUT	0.689	0.551	0.138
46116	ёлка	PSTV	0.729	0.438	0.291
46118	ёлочка	PSTV	0.656	0.412	0.244
